,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,spread
553,0,27600,STARFRUIT,5038,23,,,,,5045,23,,,,,5041.5,0.0,7
554,0,27700,STARFRUIT,5042,3,5038.0,26.0,,,5045,26,,,,,5043.5,0.0,3
557,0,27800,STARFRUIT,5038,28,,,,,5045,28,,,,,5041.5,0.0,7
559,0,27900,STARFRUIT,5039,7,5038.0,26.0,,,5045,26,,,,,5042.0,0.0,6
561,0,28000,STARFRUIT,5038,24,,,,,5045,24,,,,,5041.5,0.0,7
562,0,28100,STARFRUIT,5039,22,,,,,5040,2,5046.0,22.0,,,5039.5,0.0,1
565,0,28200,STARFRUIT,5039,30,,,,,5046,30,,,,,5042.5,0.0,7
567,0,28300,STARFRUIT,5039,24,,,,,5044,7,5045.0,1.0,5046.0,23.0,5041.5,0.0,5
569,0,28400,STARFRUIT,5039,21,,,,,5046,21,,,,,5042.5,0.0,7
570,0,28500,STARFRUIT,5044,1,5039.0,1.0,5038.0,30.0,5045,31,,,,,5044.5,0.0,1
573,0,28600,STARFRUIT,5039,30,,,,,5044,7,5045.0,2.0,5046.0,29.0,5041.5,0.0,5
575,0,28700,STARFRUIT,5040,8,5039.0,25.0,,,5045,1,5046.0,24.0,,,5042.5,0.0,5
577,0,28800,STARFRUIT,5039,2,5038.0,20.0,,,5045,2,5046.0,20.0,,,5042.0,0.0,6
578,0,28900,STARFRUIT,5040,3,5039.0,22.0,,,5046,22,,,,,5043.0,0.0,6
581,0,29000,STARFRUIT,5039,24,,,,,5046,24,,,,,5042.5,0.0,7
583,0,29100,STARFRUIT,5039,31,,,,,5044,6,5045.0,2.0,5046.0,29.0,5041.5,0.0,5
585,0,29200,STARFRUIT,5039,20,,,,,5044,2,5046.0,20.0,,,5041.5,0.0,5
586,0,29300,STARFRUIT,5040,24,,,,,5047,25,,,,,5043.5,0.0,7
589,0,29400,STARFRUIT,5039,24,,,,,5046,24,,,,,5042.5,0.0,7
591,0,29500,STARFRUIT,5040,7,5039.0,22.0,,,5046,24,,,,,5043.0,0.0,6
593,0,29600,STARFRUIT,5039,20,,,,,5046,20,,,,,5042.5,0.0,7
594,0,29700,STARFRUIT,5040,27,,,,,5046,1,5047.0,26.0,,,5043.0,0.0,6
596,0,29800,STARFRUIT,5040,1,5039.0,29.0,,,5046,1,5047.0,29.0,,,5043.0,0.0,6
599,0,29900,STARFRUIT,5040,27,,,,,5043,6,5047.0,27.0,,,5041.5,0.0,3
600,0,30000,STARFRUIT,5046,1,5041.0,1.0,5040.0,20.0,5047,21,,,,,5046.5,0.0,1
602,0,30100,STARFRUIT,5040,22,,,,,5045,1,5047.0,22.0,,,5042.5,0.0,5
604,0,30200,STARFRUIT,5041,24,,,,,5048,24,,,,,5044.5,0.0,7
607,0,30300,STARFRUIT,5041,30,,,,,5046,2,5047.0,2.0,5048.0,28.0,5043.5,0.0,5
608,0,30400,STARFRUIT,5040,23,,,,,5047,23,,,,,5043.5,0.0,7
610,0,30500,STARFRUIT,5040,1,5039.0,28.0,,,5044,7,5046.0,29.0,,,5042.0,0.0,4
612,0,30600,STARFRUIT,5040,30,,,,,5045,8,5047.0,30.0,,,5042.5,0.0,5
615,0,30700,STARFRUIT,5039,23,,,,,5040,1,5046.0,23.0,,,5039.5,0.0,1
616,0,30800,STARFRUIT,5039,3,5038.0,29.0,,,5045,29,,,,,5042.0,0.0,6
618,0,30900,STARFRUIT,5039,6,5038.0,23.0,,,5045,23,,,,,5042.0,0.0,6
620,0,31000,STARFRUIT,5038,20,,,,,5045,20,,,,,5041.5,0.0,7
623,0,31100,STARFRUIT,5038,22,,,,,5045,22,,,,,5041.5,0.0,7
624,0,31200,STARFRUIT,5038,1,5037.0,27.0,,,5044,29,,,,,5041.0,0.0,6
626,0,31300,STARFRUIT,5038,30,,,,,5043,7,5045.0,30.0,,,5040.5,0.0,5
628,0,31400,STARFRUIT,5039,5,5038.0,32.0,,,5045,32,,,,,5042.0,0.0,6
631,0,31500,STARFRUIT,5038,22,,,,,5043,1,5045.0,23.0,,,5040.5,0.0,5
632,0,31600,STARFRUIT,5039,32,,,,,5046,32,,,,,5042.5,0.0,7
634,0,31700,STARFRUIT,5038,29,,,,,5045,29,,,,,5041.5,0.0,7
636,0,31800,STARFRUIT,5038,21,,,,,5045,21,,,,,5041.5,0.0,7
639,0,31900,STARFRUIT,5038,29,,,,,5045,29,,,,,5041.5,0.0,7
640,0,32000,STARFRUIT,5038,30,,,,,5041,4,5043.0,8.0,5045.0,30.0,5039.5,0.0,3
643,0,32100,STARFRUIT,5038,1,5037.0,30.0,,,5042,6,5044.0,31.0,,,5040.0,0.0,4
645,0,32200,STARFRUIT,5043,1,5037.0,26.0,,,5044,26,,,,,5043.5,0.0,1
647,0,32300,STARFRUIT,5038,1,5037.0,25.0,,,5044,26,,,,,5041.0,0.0,6
648,0,32400,STARFRUIT,5037,29,,,,,5038,1,5044.0,29.0,,,5037.5,0.0,1
651,0,32500,STARFRUIT,5042,1,5037.0,25.0,,,5043,2,5044.0,23.0,,,5042.5,0.0,1
653,0,32600,STARFRUIT,5037,30,,,,,5042,8,5044.0,30.0,,,5039.5,0.0,5
655,0,32700,STARFRUIT,5038,27,,,,,5044,1,5045.0,26.0,,,5041.0,0.0,6
656,0,32800,STARFRUIT,5038,23,,,,,5039,5,5043.0,3.0,5045.0,23.0,5038.5,0.0,1
659,0,32900,STARFRUIT,5038,1,5037.0,23.0,,,5042,6,5044.0,24.0,,,5040.0,0.0,4
661,0,33000,STARFRUIT,5038,1,5037.0,27.0,,,5042,6,5044.0,28.0,,,5040.0,0.0,4
663,0,33100,STARFRUIT,5037,24,,,,,5042,2,5044.0,24.0,,,5039.5,0.0,5
664,0,33200,STARFRUIT,5039,6,5038.0,25.0,,,5045,25,,,,,5042.0,0.0,6
667,0,33300,STARFRUIT,5038,26,,,,,5045,26,,,,,5041.5,0.0,7
669,0,33400,STARFRUIT,5037,27,,,,,5042,6,5044.0,27.0,,,5039.5,0.0,5
671,0,33500,STARFRUIT,5037,25,,,,,5042,8,5044.0,25.0,,,5039.5,0.0,5
672,0,33600,STARFRUIT,5037,26,,,,,5044,27,,,,,5040.5,0.0,7
675,0,33700,STARFRUIT,5037,6,5036.0,22.0,,,5043,23,,,,,5040.0,0.0,6
677,0,33800,STARFRUIT,5036,26,,,,,5043,26,,,,,5039.5,0.0,7
679,0,33900,STARFRUIT,5036,8,5035.0,24.0,,,5042,24,,,,,5039.0,0.0,6
680,0,34000,STARFRUIT,5036,7,5035.0,24.0,,,5042,25,,,,,5039.0,0.0,6
683,0,34100,STARFRUIT,5036,1,5035.0,26.0,,,5042,27,,,,,5039.0,0.0,6
685,0,34200,STARFRUIT,5037,1,5036.0,27.0,,,5043,27,,,,,5040.0,0.0,6
686,0,34300,STARFRUIT,5036,21,,,,,5043,22,,,,,5039.5,0.0,7
689,0,34400,STARFRUIT,5036,25,,,,,5037,1,5043.0,25.0,,,5036.5,0.0,1
691,0,34500,STARFRUIT,5037,25,,,,,5042,6,5044.0,25.0,,,5039.5,0.0,5
693,0,34600,STARFRUIT,5037,22,,,,,5042,2,5044.0,22.0,,,5039.5,0.0,5
694,0,34700,STARFRUIT,5036,29,,,,,5043,29,,,,,5039.5,0.0,7
697,0,34800,STARFRUIT,5039,2,5036.0,24.0,,,5043,24,,,,,5041.0,0.0,4
699,0,34900,STARFRUIT,5037,23,,,,,5044,24,,,,,5040.5,0.0,7
701,0,35000,STARFRUIT,5038,3,5037.0,22.0,,,5044,22,,,,,5041.0,0.0,6
702,0,35100,STARFRUIT,5038,1,5037.0,26.0,,,5044,26,,,,,5041.0,0.0,6
705,0,35200,STARFRUIT,5037,23,,,,,5042,5,5044.0,24.0,,,5039.5,0.0,5
707,0,35300,STARFRUIT,5037,24,,,,,5044,24,,,,,5040.5,0.0,7
709,0,35400,STARFRUIT,5037,22,,,,,5042,7,5044.0,22.0,,,5039.5,0.0,5
710,0,35500,STARFRUIT,5037,24,,,,,5044,25,,,,,5040.5,0.0,7
713,0,35600,STARFRUIT,5037,26,,,,,5044,27,,,,,5040.5,0.0,7
715,0,35700,STARFRUIT,5037,27,,,,,5044,27,,,,,5040.5,0.0,7
717,0,35800,STARFRUIT,5037,2,5036.0,28.0,,,5043,2,5044.0,28.0,,,5040.0,0.0,6
718,0,35900,STARFRUIT,5036,30,,,,,5041,6,5043.0,30.0,,,5038.5,0.0,5
721,0,36000,STARFRUIT,5036,28,,,,,5043,28,,,,,5039.5,0.0,7
723,0,36100,STARFRUIT,5036,26,,,,,5043,26,,,,,5039.5,0.0,7
725,0,36200,STARFRUIT,5036,2,5035.0,29.0,,,5042,30,,,,,5039.0,0.0,6
726,0,36300,STARFRUIT,5035,22,,,,,5036,1,5042.0,22.0,,,5035.5,0.0,1
729,0,36400,STARFRUIT,5036,1,5035.0,27.0,,,5040,1,5042.0,28.0,,,5038.0,0.0,4
731,0,36500,STARFRUIT,5035,27,,,,,5042,27,,,,,5038.5,0.0,7
733,0,36600,STARFRUIT,5035,21,,,,,5042,21,,,,,5038.5,0.0,7
734,0,36700,STARFRUIT,5035,29,,,,,5042,30,,,,,5038.5,0.0,7
737,0,36800,STARFRUIT,5040,3,5035.0,27.0,,,5042,27,,,,,5041.0,0.0,2
739,0,36900,STARFRUIT,5035,31,,,,,5042,31,,,,,5038.5,0.0,7
741,0,37000,STARFRUIT,5036,3,5035.0,23.0,,,5042,23,,,,,5039.0,0.0,6
742,0,37100,STARFRUIT,5041,1,5036.0,24.0,,,5042,1,5043.0,23.0,,,5041.5,0.0,1
745,0,37200,STARFRUIT,5036,22,,,,,5043,22,,,,,5039.5,0.0,7
747,0,37300,STARFRUIT,5037,27,,,,,5044,27,,,,,5040.5,0.0,7
749,0,37400,STARFRUIT,5038,1,5037.0,22.0,,,5044,23,,,,,5041.0,0.0,6
750,0,37500,STARFRUIT,5043,1,5038.0,8.0,5037.0,29.0,5044,29,,,,,5043.5,0.0,1
753,0,37600,STARFRUIT,5037,26,,,,,5044,26,,,,,5040.5,0.0,7
755,0,37700,STARFRUIT,5042,1,5037.0,29.0,,,5043,1,5044.0,28.0,,,5042.5,0.0,1
757,0,37800,STARFRUIT,5038,6,5037.0,29.0,,,5043,2,5044.0,27.0,,,5040.5,0.0,5
758,0,37900,STARFRUIT,5038,29,,,,,5039,9,5041.0,3.0,5044.0,2.0,5038.5,0.0,1
761,0,38000,STARFRUIT,5039,4,5038.0,25.0,,,5045,25,,,,,5042.0,0.0,6
763,0,38100,STARFRUIT,5038,27,,,,,5045,28,,,,,5041.5,0.0,7
765,0,38200,STARFRUIT,5038,23,,,,,5045,23,,,,,5041.5,0.0,7
766,0,38300,STARFRUIT,5039,27,,,,,5046,27,,,,,5042.5,0.0,7
769,0,38400,STARFRUIT,5039,20,,,,,5046,21,,,,,5042.5,0.0,7
771,0,38500,STARFRUIT,5044,1,5039.0,4.0,5038.0,25.0,5045,25,,,,,5044.5,0.0,1
772,0,38600,STARFRUIT,5038,27,,,,,5045,27,,,,,5041.5,0.0,7
774,0,38700,STARFRUIT,5042,4,5038.0,1.0,5037.0,29.0,5044,30,,,,,5043.0,0.0,2
776,0,38800,STARFRUIT,5042,4,5038.0,27.0,,,5045,27,,,,,5043.5,0.0,3
779,0,38900,STARFRUIT,5038,26,,,,,5043,7,5045.0,26.0,,,5040.5,0.0,5
780,0,39000,STARFRUIT,5038,29,,,,,5046,29,,,,,5042.0,0.0,8
782,0,39100,STARFRUIT,5038,30,,,,,5043,6,5045.0,30.0,,,5040.5,0.0,5
784,0,39200,STARFRUIT,5044,1,5038.0,24.0,,,5045,24,,,,,5044.5,0.0,1
787,0,39300,STARFRUIT,5038,27,,,,,5045,27,,,,,5041.5,0.0,7
788,0,39400,STARFRUIT,5038,29,,,,,5044,2,5045.0,27.0,,,5041.0,0.0,6
790,0,39500,STARFRUIT,5038,22,,,,,5045,22,,,,,5041.5,0.0,7
792,0,39600,STARFRUIT,5038,22,,,,,5045,22,,,,,5041.5,0.0,7
795,0,39700,STARFRUIT,5038,20,,,,,5045,20,,,,,5041.5,0.0,7
796,0,39800,STARFRUIT,5038,31,,,,,5044,1,5045.0,30.0,,,5041.0,0.0,6
798,0,39900,STARFRUIT,5038,32,,,,,5045,32,,,,,5041.5,0.0,7
800,0,40000,STARFRUIT,5037,31,,,,,5044,31,,,,,5040.5,0.0,7
803,0,40100,STARFRUIT,5037,27,,,,,5044,27,,,,,5040.5,0.0,7
804,0,40200,STARFRUIT,5037,23,,,,,5044,23,,,,,5040.5,0.0,7
806,0,40300,STARFRUIT,5037,3,5036.0,24.0,,,5039,4,5043.0,25.0,,,5038.0,0.0,2
808,0,40400,STARFRUIT,5037,21,,,,,5043,1,5044.0,20.0,,,5040.0,0.0,6
811,0,40500,STARFRUIT,5037,24,,,,,5044,24,,,,,5040.5,0.0,7
812,0,40600,STARFRUIT,5038,2,5037.0,24.0,,,5044,2,5045.0,24.0,,,5041.0,0.0,6
814,0,40700,STARFRUIT,5038,26,,,,,5045,26,,,,,5041.5,0.0,7
816,0,40800,STARFRUIT,5038,29,,,,,5045,29,,,,,5041.5,0.0,7
819,0,40900,STARFRUIT,5039,22,,,,,5046,22,,,,,5042.5,0.0,7
820,0,41000,STARFRUIT,5039,22,,,,,5046,22,,,,,5042.5,0.0,7
823,0,41100,STARFRUIT,5038,23,,,,,5045,23,,,,,5041.5,0.0,7
825,0,41200,STARFRUIT,5043,3,5039.0,1.0,5038.0,25.0,5045,1,5046.0,25.0,,,5044.0,0.0,2
827,0,41300,STARFRUIT,5038,21,,,,,5041,6,5045.0,21.0,,,5039.5,0.0,3
828,0,41400,STARFRUIT,5039,22,,,,,5046,23,,,,,5042.5,0.0,7
831,0,41500,STARFRUIT,5038,30,,,,,5040,2,5045.0,30.0,,,5039.0,0.0,2
833,0,41600,STARFRUIT,5038,28,,,,,5045,28,,,,,5041.5,0.0,7
835,0,41700,STARFRUIT,5038,20,,,,,5045,20,,,,,5041.5,0.0,7
836,0,41800,STARFRUIT,5039,5,5038.0,30.0,,,5044,2,5045.0,28.0,,,5041.5,0.0,5
839,0,41900,STARFRUIT,5038,30,,,,,5039,2,5043.0,7.0,5045.0,30.0,5038.5,0.0,1
841,0,42000,STARFRUIT,5038,2,5037.0,28.0,,,5044,30,,,,,5041.0,0.0,6
843,0,42100,STARFRUIT,5038,24,,,,,5043,3,5045.0,24.0,,,5040.5,0.0,5
844,0,42200,STARFRUIT,5039,3,5038.0,26.0,,,5045,26,,,,,5042.0,0.0,6
847,0,42300,STARFRUIT,5042,4,5039.0,24.0,,,5044,6,5046.0,24.0,,,5043.0,0.0,2
849,0,42400,STARFRUIT,5043,7,5038.0,25.0,,,5045,25,,,,,5044.0,0.0,2
851,0,42500,STARFRUIT,5038,23,,,,,5043,8,5045.0,24.0,,,5040.5,0.0,5
852,0,42600,STARFRUIT,5038,25,,,,,5043,2,5045.0,25.0,,,5040.5,0.0,5
855,0,42700,STARFRUIT,5038,21,,,,,5044,2,5045.0,20.0,,,5041.0,0.0,6
857,0,42800,STARFRUIT,5038,23,,,,,5045,23,,,,,5041.5,0.0,7
859,0,42900,STARFRUIT,5038,22,,,,,5043,7,5045.0,22.0,,,5040.5,0.0,5
860,0,43000,STARFRUIT,5038,25,,,,,5045,25,,,,,5041.5,0.0,7
863,0,43100,STARFRUIT,5038,25,,,,,5045,25,,,,,5041.5,0.0,7
865,0,43200,STARFRUIT,5038,28,,,,,5041,2,5045.0,28.0,,,5039.5,0.0,3
866,0,43300,STARFRUIT,5037,20,,,,,5044,20,,,,,5040.5,0.0,7
869,0,43400,STARFRUIT,5037,28,,,,,5043,2,5044.0,27.0,,,5040.0,0.0,6
871,0,43500,STARFRUIT,5036,24,,,,,5043,24,,,,,5039.5,0.0,7
873,0,43600,STARFRUIT,5036,21,,,,,5041,8,5043.0,21.0,,,5038.5,0.0,5
874,0,43700,STARFRUIT,5037,10,5036.0,26.0,,,5043,28,,,,,5040.0,0.0,6
877,0,43800,STARFRUIT,5036,25,,,,,5043,25,,,,,5039.5,0.0,7
879,0,43900,STARFRUIT,5037,6,5036.0,28.0,,,5043,28,,,,,5040.0,0.0,6
881,0,44000,STARFRUIT,5036,26,,,,,5043,26,,,,,5039.5,0.0,7
882,0,44100,STARFRUIT,5036,29,,,,,5042,2,5043.0,28.0,,,5039.0,0.0,6
885,0,44200,STARFRUIT,5036,22,,,,,5043,22,,,,,5039.5,0.0,7
887,0,44300,STARFRUIT,5037,7,5036.0,25.0,,,5042,1,5043.0,24.0,,,5039.5,0.0,5
889,0,44400,STARFRUIT,5037,1,5036.0,30.0,,,5043,30,,,,,5040.0,0.0,6
890,0,44500,STARFRUIT,5036,27,,,,,5043,27,,,,,5039.5,0.0,7
893,0,44600,STARFRUIT,5037,23,,,,,5044,23,,,,,5040.5,0.0,7
895,0,44700,STARFRUIT,5038,7,5037.0,24.0,,,5044,24,,,,,5041.0,0.0,6
897,0,44800,STARFRUIT,5037,24,,,,,5043,2,5044.0,22.0,,,5040.0,0.0,6
898,0,44900,STARFRUIT,5041,9,5036.0,26.0,,,5043,26,,,,,5042.0,0.0,2
901,0,45000,STARFRUIT,5036,27,,,,,5043,27,,,,,5039.5,0.0,7
903,0,45100,STARFRUIT,5037,2,5036.0,25.0,,,5043,27,,,,,5040.0,0.0,6
905,0,45200,STARFRUIT,5036,27,,,,,5044,27,,,,,5040.0,0.0,8
906,0,45300,STARFRUIT,5037,28,,,,,5044,29,,,,,5040.5,0.0,7
909,0,45400,STARFRUIT,5037,28,,,,,5044,28,,,,,5040.5,0.0,7
911,0,45500,STARFRUIT,5036,24,,,,,5043,24,,,,,5039.5,0.0,7
913,0,45600,STARFRUIT,5037,1,5036.0,24.0,,,5041,2,5043.0,25.0,,,5039.0,0.0,4
914,0,45700,STARFRUIT,5036,30,,,,,5043,30,,,,,5039.5,0.0,7
917,0,45800,STARFRUIT,5037,26,,,,,5044,26,,,,,5040.5,0.0,7
919,0,45900,STARFRUIT,5038,1,5037.0,21.0,,,5042,8,5044.0,22.0,,,5040.0,0.0,4
921,0,46000,STARFRUIT,5037,27,,,,,5044,27,,,,,5040.5,0.0,7
922,0,46100,STARFRUIT,5038,26,,,,,5044,2,5045.0,25.0,,,5041.0,0.0,6
925,0,46200,STARFRUIT,5043,8,5042.0,2.0,5039.0,2.0,5045,28,,,,,5044.0,0.0,2
927,0,46300,STARFRUIT,5039,1,5038.0,22.0,,,5043,4,5045.0,23.0,,,5041.0,0.0,4
929,0,46400,STARFRUIT,5043,10,5038.0,26.0,,,5045,26,,,,,5044.0,0.0,2
930,0,46500,STARFRUIT,5038,24,,,,,5045,25,,,,,5041.5,0.0,7
933,0,46600,STARFRUIT,5039,23,,,,,5045,2,5046.0,21.0,,,5042.0,0.0,6
935,0,46700,STARFRUIT,5039,3,5038.0,23.0,,,5045,23,,,,,5042.0,0.0,6
937,0,46800,STARFRUIT,5039,1,5038.0,22.0,,,5040,5,5045.0,23.0,,,5039.5,0.0,1
938,0,46900,STARFRUIT,5044,1,5039.0,28.0,,,5045,2,5046.0,26.0,,,5044.5,0.0,1
941,0,47000,STARFRUIT,5039,20,,,,,5046,20,,,,,5042.5,0.0,7
943,0,47100,STARFRUIT,5039,23,,,,,5044,7,5046.0,24.0,,,5041.5,0.0,5
945,0,47200,STARFRUIT,5043,4,5039.0,29.0,,,5046,29,,,,,5044.5,0.0,3
946,0,47300,STARFRUIT,5039,24,,,,,5046,24,,,,,5042.5,0.0,7
949,0,47400,STARFRUIT,5038,26,,,,,5043,2,5045.0,26.0,,,5040.5,0.0,5
951,0,47500,STARFRUIT,5037,28,,,,,5044,28,,,,,5040.5,0.0,7
952,0,47600,STARFRUIT,5037,21,,,,,5044,21,,,,,5040.5,0.0,7
954,0,47700,STARFRUIT,5037,24,,,,,5042,3,5044.0,24.0,,,5039.5,0.0,5
956,0,47800,STARFRUIT,5038,22,,,,,5045,22,,,,,5041.5,0.0,7
959,0,47900,STARFRUIT,5037,21,,,,,5044,21,,,,,5040.5,0.0,7
960,0,48000,STARFRUIT,5037,29,,,,,5044,29,,,,,5040.5,0.0,7
962,0,48100,STARFRUIT,5037,29,,,,,5044,29,,,,,5040.5,0.0,7
964,0,48200,STARFRUIT,5038,9,5037.0,25.0,,,5044,26,,,,,5041.0,0.0,6
967,0,48300,STARFRUIT,5043,1,5037.0,29.0,,,5044,29,,,,,5043.5,0.0,1
968,0,48400,STARFRUIT,5043,1,5037.0,22.0,,,5044,22,,,,,5043.5,0.0,1
970,0,48500,STARFRUIT,5037,25,,,,,5044,25,,,,,5040.5,0.0,7
972,0,48600,STARFRUIT,5037,4,5036.0,20.0,,,5043,2,5044.0,20.0,,,5040.0,0.0,6
975,0,48700,STARFRUIT,5036,21,,,,,5043,21,,,,,5039.5,0.0,7
976,0,48800,STARFRUIT,5037,2,5036.0,31.0,,,5043,31,,,,,5040.0,0.0,6
978,0,48900,STARFRUIT,5036,24,,,,,5043,25,,,,,5039.5,0.0,7
980,0,49000,STARFRUIT,5035,29,,,,,5042,29,,,,,5038.5,0.0,7
983,0,49100,STARFRUIT,5035,26,,,,,5042,26,,,,,5038.5,0.0,7
984,0,49200,STARFRUIT,5035,6,5034.0,25.0,,,5041,25,,,,,5038.0,0.0,6
986,0,49300,STARFRUIT,5040,1,5035.0,4.0,5034.0,29.0,5041,29,,,,,5040.5,0.0,1
988,0,49400,STARFRUIT,5040,1,5035.0,22.0,,,5042,22,,,,,5041.0,0.0,2
991,0,49500,STARFRUIT,5035,23,,,,,5042,23,,,,,5038.5,0.0,7
992,0,49600,STARFRUIT,5035,22,,,,,5040,4,5042.0,22.0,,,5037.5,0.0,5
994,0,49700,STARFRUIT,5036,2,5035.0,22.0,,,5042,24,,,,,5039.0,0.0,6
997,0,49800,STARFRUIT,5036,22,,,,,5043,22,,,,,5039.5,0.0,7
999,0,49900,STARFRUIT,5037,22,,,,,5044,22,,,,,5040.5,0.0,7
1000,0,50000,STARFRUIT,5037,30,,,,,5044,30,,,,,5040.5,0.0,7
1003,0,50100,STARFRUIT,5042,10,5037.0,32.0,,,5043,2,5044.0,30.0,,,5042.5,0.0,1
1005,0,50200,STARFRUIT,5036,25,,,,,5043,25,,,,,5039.5,0.0,7
1007,0,50300,STARFRUIT,5041,2,5037.0,1.0,5036.0,25.0,5043,26,,,,,5042.0,0.0,2
1008,0,50400,STARFRUIT,5036,30,,,,,5043,30,,,,,5039.5,0.0,7
1011,0,50500,STARFRUIT,5037,1,5036.0,29.0,,,5043,29,,,,,5040.0,0.0,6
1013,0,50600,STARFRUIT,5041,1,5036.0,24.0,,,5043,24,,,,,5042.0,0.0,2
1015,0,50700,STARFRUIT,5036,25,,,,,5043,25,,,,,5039.5,0.0,7
1016,0,50800,STARFRUIT,5037,7,5036.0,24.0,,,5043,24,,,,,5040.0,0.0,6
1019,0,50900,STARFRUIT,5037,1,5036.0,26.0,,,5041,5,5043.0,27.0,,,5039.0,0.0,4
1021,0,51000,STARFRUIT,5037,24,,,,,5042,4,5043.0,2.0,5044.0,22.0,5039.5,0.0,5
1023,0,51100,STARFRUIT,5037,27,,,,,5042,1,5044.0,27.0,,,5039.5,0.0,5
1024,0,51200,STARFRUIT,5038,3,5037.0,32.0,,,5044,32,,,,,5041.0,0.0,6
1027,0,51300,STARFRUIT,5038,2,5037.0,23.0,,,5044,25,,,,,5041.0,0.0,6
1029,0,51400,STARFRUIT,5037,23,,,,,5044,23,,,,,5040.5,0.0,7
1031,0,51500,STARFRUIT,5037,22,,,,,5044,22,,,,,5040.5,0.0,7
1032,0,51600,STARFRUIT,5038,2,5037.0,29.0,,,5042,5,5044.0,31.0,,,5040.0,0.0,4
1035,0,51700,STARFRUIT,5038,7,5037.0,30.0,,,5044,32,,,,,5041.0,0.0,6
1037,0,51800,STARFRUIT,5037,26,,,,,5044,26,,,,,5040.5,0.0,7
1039,0,51900,STARFRUIT,5037,27,,,,,5042,7,5044.0,27.0,,,5039.5,0.0,5
1041,0,52000,STARFRUIT,5037,24,,,,,5038,7,5044.0,24.0,,,5037.5,0.0,1
1043,0,52100,STARFRUIT,5037,30,,,,,5044,30,,,,,5040.5,0.0,7
1045,0,52200,STARFRUIT,5037,28,,,,,5042,2,5044.0,28.0,,,5039.5,0.0,5
1046,0,52300,STARFRUIT,5037,21,,,,,5038,2,5044.0,21.0,,,5037.5,0.0,1
1049,0,52400,STARFRUIT,5040,6,5037.0,24.0,,,5044,24,,,,,5042.0,0.0,4
1051,0,52500,STARFRUIT,5037,31,,,,,5043,1,5044.0,30.0,,,5040.0,0.0,6
1053,0,52600,STARFRUIT,5037,24,,,,,5043,1,5044.0,23.0,,,5040.0,0.0,6
1054,0,52700,STARFRUIT,5037,29,,,,,5044,29,,,,,5040.5,0.0,7
1057,0,52800,STARFRUIT,5037,24,,,,,5044,24,,,,,5040.5,0.0,7
1059,0,52900,STARFRUIT,5036,31,,,,,5043,31,,,,,5039.5,0.0,7
1061,0,53000,STARFRUIT,5036,4,5035.0,28.0,,,5042,28,,,,,5039.0,0.0,6
1062,0,53100,STARFRUIT,5036,1,5035.0,30.0,,,5042,1,5043.0,30.0,,,5039.0,0.0,6
1065,0,53200,STARFRUIT,5036,31,,,,,5043,31,,,,,5039.5,0.0,7
1067,0,53300,STARFRUIT,5036,24,,,,,5041,7,5042.0,1.0,5043.0,23.0,5038.5,0.0,5
1069,0,53400,STARFRUIT,5037,22,,,,,5044,23,,,,,5040.5,0.0,7
1070,0,53500,STARFRUIT,5037,26,,,,,5042,1,5044.0,26.0,,,5039.5,0.0,5
1073,0,53600,STARFRUIT,5038,3,5037.0,23.0,,,5044,23,,,,,5041.0,0.0,6
1075,0,53700,STARFRUIT,5037,27,,,,,5044,27,,,,,5040.5,0.0,7
1077,0,53800,STARFRUIT,5037,25,,,,,5038,4,5044.0,25.0,,,5037.5,0.0,1
1078,0,53900,STARFRUIT,5037,28,,,,,5042,7,5044.0,28.0,,,5039.5,0.0,5
1081,0,54000,STARFRUIT,5038,2,5037.0,22.0,,,5044,22,,,,,5041.0,0.0,6
1083,0,54100,STARFRUIT,5038,4,5037.0,23.0,,,5044,23,,,,,5041.0,0.0,6
1085,0,54200,STARFRUIT,5037,21,,,,,5043,1,5044.0,20.0,,,5040.0,0.0,6
1086,0,54300,STARFRUIT,5037,25,,,,,5044,25,,,,,5040.5,0.0,7
1089,0,54400,STARFRUIT,5038,1,5037.0,22.0,,,5044,24,,,,,5041.0,0.0,6
1091,0,54500,STARFRUIT,5038,28,,,,,5045,29,,,,,5041.5,0.0,7
1093,0,54600,STARFRUIT,5038,28,,,,,5045,28,,,,,5041.5,0.0,7
1094,0,54700,STARFRUIT,5037,21,,,,,5045,21,,,,,5041.0,0.0,8
1097,0,54800,STARFRUIT,5039,1,5038.0,23.0,,,5043,6,5045.0,24.0,,,5041.0,0.0,4
1099,0,54900,STARFRUIT,5038,29,,,,,5043,3,5045.0,29.0,,,5040.5,0.0,5
1101,0,55000,STARFRUIT,5039,4,5038.0,27.0,,,5040,3,5045.0,27.0,,,5039.5,0.0,1
1102,0,55100,STARFRUIT,5039,31,,,,,5045,2,5046.0,29.0,,,5042.0,0.0,6
1105,0,55200,STARFRUIT,5038,25,,,,,5045,25,,,,,5041.5,0.0,7
1107,0,55300,STARFRUIT,5039,25,,,,,5045,1,5046.0,24.0,,,5042.0,0.0,6
1109,0,55400,STARFRUIT,5039,1,5038.0,22.0,,,5045,23,,,,,5042.0,0.0,6
